C# Code	Java Reference Code	Generated Java Code
"public void AddMultipleBlanks(MulBlankRecord mbr){for (int j = 0; j < mbr.NumColumns; j++){BlankRecord br = new BlankRecord();br.Column = j + mbr.FirstColumn;br.Row = mbr.Row;br.XFIndex = (mbr.GetXFAt(j));InsertCell(br);}}
"	"public void addMultipleBlanks(MulBlankRecord mbr) {for (int j = 0; j < mbr.getNumColumns(); j++) {BlankRecord br = new BlankRecord();br.setColumn(( short ) (j + mbr.getFirstColumn()));br.setRow(mbr.getRow());br.setXFIndex(mbr.getXFAt(j));insertCell(br);}}
"	public void addMultipleStringCells(MulBlankRecord mbr) {for (int j = 0; j < mbr.getNumColumns(); j++) {StringRecord sr = new StringRecord();sr.setColumn(j + mbr.getFirstColumn());sr.setRow(
"public static string quote(string @string){java.lang.StringBuilder sb = new java.lang.StringBuilder();sb.append(""\\Q"");int apos = 0;int k;while ((k = @string.IndexOf(""\\E"", apos)) >= 0){sb.append(Sharpen.StringHelper.Substring(@string, apos, k + 2)).append(""\\\\E\\Q"");apos = k + 2;}return sb.append(Sharpen.StringHelper.Substring(@string, apos)).append(""\\E"").ToString();}
"	"public static String quote(String string) {StringBuilder sb = new StringBuilder();sb.append(""\\Q"");int apos = 0;int k;while ((k = string.indexOf(""\\E"", apos)) >= 0) {sb.append(string.substring(apos, k + 2)).append(""\\\\E\\Q"");apos = k + 2;}return sb.append(string.substring(apos)).append(""\\E"").toString();}
"	"public static String escape(String string) {StringBuilder sb = new StringBuilder();int apos = 0;int k;while ((k = string.indexOf("" "", apos)) >= 0){sb.append(string.substring(apos, k)).append(""\\ "");apos = k + 1;}sb.append(string.substring(apos));return sb.toString();}  C# code: public static string unescape(string @string){java.lang.StringBuilder sb = new java.lang.StringBuilder();int apos ="
"public override java.nio.ByteBuffer putInt(int value){throw new java.nio.ReadOnlyBufferException();}
"	"public ByteBuffer putInt(int value) {throw new ReadOnlyBufferException();}
"	public java.nio.ByteBuffer put(java.nio.DoubleBuffer src) {throw new java.nio.ReadOnlyBufferException();}  C# code: public override java.
"public ArrayPtg(Object[][] values2d){int nColumns = values2d[0].Length;int nRows = values2d.Length;_nColumns = (short)nColumns;_nRows = (short)nRows;Object[] vv = new Object[_nColumns * _nRows];for (int r = 0; r < nRows; r++){Object[] rowData = values2d[r];for (int c = 0; c < nColumns; c++){vv[GetValueIndex(c, r)] = rowData[c];}}_arrayValues = vv;_reserved0Int = 0;_reserved1Short = 0;_reserved2Byte = 0;}
"	"public ArrayPtg(Object[][] values2d) {int nColumns = values2d[0].length;int nRows = values2d.length;_nColumns = (short) nColumns;_nRows = (short) nRows;Object[] vv = new Object[_nColumns * _nRows];for (int r=0; r<nRows; r++) {Object[] rowData = values2d[r];for (int c=0; c<nColumns; c++) {vv[getValueIndex(c, r)] = rowData[c];}}_arrayValues = vv;_reserved0Int = 0;_reserved1Short = 0;_reserved2Byte = 0;}
"	public ArrayPtg(Object[][] values2d) {int nColumns = values2d[0].length;int nRows = values2d.length;nColumns = (short)nColumns;nRows = (short)nRows;Object[] vv = new Object[nColumns * nRows];for (int r = 0; r < nRows; r++) {Object[] rowData = values2d[r];for (int c = 0; c < nColumns; c++) {vv[getValueIndex(c, r)] = rowData[c];}}arrayValues = vv;reserved0Int = 0;reserved1Short = 0;reserved2Byte = 0;}  C# code: public override int GetSize(){return 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 + 1 + 2 +
"public virtual GetIceServerConfigResponse GetIceServerConfig(GetIceServerConfigRequest request){var options = new InvokeOptions();options.RequestMarshaller = GetIceServerConfigRequestMarshaller.Instance;options.ResponseUnmarshaller = GetIceServerConfigResponseUnmarshaller.Instance;return Invoke<GetIceServerConfigResponse>(request, options);}
"	"public GetIceServerConfigResult getIceServerConfig(GetIceServerConfigRequest request) {request = beforeClientExecution(request);return executeGetIceServerConfig(request);}
"	public GetIotDeviceGroupResponse getIotDeviceGroup(GetIotDeviceGroupRequest request){return
"public override String ToString(){StringBuilder sb = new StringBuilder(64);sb.Append(GetType().Name).Append("" ["");sb.Append(GetValueAsString());sb.Append(""]"");return sb.ToString();}
"	"public String toString() {return getClass().getName() + "" ["" +getValueAsString() +""]"";}
"	public static void write(BinaryWriter writer, Geohash[] values) {for (int i = 0; i < values.length; i++) {values[i].write(writer
"public override string ToString(string field){return ""ToChildBlockJoinQuery ("" + _parentQuery + "")"";}
"	"public String toString(String field) {return ""ToChildBlockJoinQuery (""+parentQuery.toString()+"")"";}
"	"public String toString(String field) {return ""ToChildBlockJoinQuery ("" + parentQuery + "")"";}  C# code: public override Query Rewrite(IndexReader reader){if (m_maxLevels == 1){return m_parentQuery;}if (m_maxLevels == 2){return new ToChildBlockJoinQuery(m_parentQuery, m_maxLevels, m_childFilter);}if (m_maxLevels == 3){return new ToChildBlockJoinQuery(m_parentQuery, m_maxLevels, m_childFilter);}if (m_maxLevels == 4){return new ToChildBlockJoinQuery(m_parentQuery, m_maxLevels, m_childFilter);}if (m_maxLevels == 5){return new ToChildBlockJoinQuery(m_parentQuery, m_maxLevels, m_childFilter);}if (m_maxLevels == 6){return new ToChildBlockJoinQuery(m_parentQuery, m_maxLevels, m_childFilter);}if (m_maxLevels == 7){return new ToChildBlockJoinQuery(m_parentQuery, m_maxLevels, m_childFilter);}if (m_maxLevels == 8){return new ToChildBlockJoinQuery(m_parentQuery, m_maxLevels, m_childFilter);}if (m_maxLevels == 9){return new ToChildBlockJoinQuery(m_parentQuery, m_maxLevels, m_childFilter);}if (m_maxLevels == 10){return new ToChildBlockJoinQuery(m_parentQuery, m_maxLevels, m_childFilter);}if (m_maxLevels == 11){return new ToChildBlockJoinQuery(m_parentQuery, m_maxLevels, m_childFilter);}if (m_maxLevels == 12){return new ToChildBlockJoinQuery(m_parentQuery, m_maxLevels, m_childFilter);}if (m_maxLevels == 13){return new ToChildBlockJoinQuery(m_parentQuery, m_maxLevels, m_childFilter);}if (m_maxLevels == 14){return new ToChildBlockJoinQuery(m_parentQuery, m_maxLevels, m_childFilter);}if (m_maxLevels == 15){return new ToChildBlockJoinQuery(m_parentQuery, m"
"public void IncRef(){refCount.IncrementAndGet();}
"	"public final void incRef() {refCount.incrementAndGet();}
"	public void read(BinaryReader reader)
"public virtual UpdateConfigurationSetSendingEnabledResponse UpdateConfigurationSetSendingEnabled(UpdateConfigurationSetSendingEnabledRequest request){var options = new InvokeOptions();options.RequestMarshaller = UpdateConfigurationSetSendingEnabledRequestMarshaller.Instance;options.ResponseUnmarshaller = UpdateConfigurationSetSendingEnabledResponseUnmarshaller.Instance;return Invoke<UpdateConfigurationSetSendingEnabledResponse>(request, options);}
"	"public UpdateConfigurationSetSendingEnabledResult updateConfigurationSetSendingEnabled(UpdateConfigurationSetSendingEnabledRequest request) {request = beforeClientExecution(request);return executeUpdateConfigurationSetSendingEnabled(request);}
"	public UpdateReceiptRulePositionResponse updateReceiptRulePosition(UpdateReceiptRulePositionRequest request){return hcClient.syncInvokeHttp(request, ImsMeta.updateReceipt
"public int GetNextXBATChainOffset(){return GetXBATEntriesPerBlock() * LittleEndianConsts.INT_SIZE;}
"	"public int getNextXBATChainOffset() {return getXBATEntriesPerBlock() * LittleEndianConsts.INT_SIZE;}
"	public int getYBATEntryCount() {return m_yBATEntryCount;}  C# code: public int GetXBATEntryIndex(int x, int y){return x / m_
"public void multiplyByPowerOfTen(int pow10){TenPower tp = TenPower.GetInstance(Math.Abs(pow10));if (pow10 < 0){mulShift(tp._divisor, tp._divisorShift);}else{mulShift(tp._multiplicand, tp._multiplierShift);}}
"	"public void multiplyByPowerOfTen(int pow10) {TenPower tp = TenPower.getInstance(Math.abs(pow10));if (pow10 < 0) {mulShift(tp._divisor, tp._divisorShift);} else {mulShift(tp._multiplicand, tp._multiplierShift);}}
"	public void setLevelForDistance(int level, double dist) {if (level == 0) {maxLevels = 1;bits = 0;shift = 0;return;}maxLevels = level;bits = 0;shift = 0;for (int i = 0; i < level; i++) {bits += levelW[i];shift += levelH[i];}}  C# code: public override void SetLevelForDistance(int level, double dist, double maxDist){if (level == 0){m_maxLevels = 1;m_bits = 0
"public override string ToString(){StringBuilder builder = new StringBuilder();int length = this.Length;builder.Append(Path.DirectorySeparatorChar);for (int i = 0; i < length; i++){builder.Append(this.GetComponent(i));if (i < (length - 1)){builder.Append(Path.DirectorySeparatorChar);}}return builder.ToString();}
"	"public String toString(){final StringBuilder b = new StringBuilder();final int          l = length();b.append(File.separatorChar);for (int i = 0; i < l; i++){b.append(getComponent(i));if (i < l - 1){b.append(File.separatorChar);}}return b.toString();}
"	public String toString(String format, IFormatProvider provider) {StringBuilder builder = new
"public void withFetcher(ECSMetadataServiceCredentialsFetcher fetcher){this.fetcher = fetcher;this.fetcher.SetRoleName(roleName);}
"	"public InstanceProfileCredentialsProvider withFetcher(ECSMetadataServiceCredentialsFetcher fetcher) {this.fetcher = fetcher;this.fetcher.setRoleName(roleName);return this;}
"	public void withFetcher(ECSMetadataServiceCredentialsFetcher fetcher) {this.fetcher = fetcher;this.fetcher.setRolePolicyArn(rolePolicyArn);}  C# code: public void withFetcher(ECSMetadataServiceCredentialsFetcher fetcher){this.fetcher = fetcher;this.
"public virtual void SetProgressMonitor(ProgressMonitor pm){progressMonitor = pm;}
"	"public void setProgressMonitor(ProgressMonitor pm) {progressMonitor = pm;}
"	public void setProgressMonitor(ProgressMonitor pm, int max, int current, int
"public override void Reset(){if (!First){ptr = 0;if (!Eof){ParseEntry();}}}
"	"public void reset() {if (!first()) {ptr = 0;if (!eof())parseEntry();}}
"	"public void setLevelForDistance(int level, double width, double height, double precision) {if (level < 1 || level > maxLevels) {throw new IllegalArgumentException(""Level must be between 1 and "" + maxLevels);}levelW[level - 1] = width;levelH[level - 1] = height;precisionW[level - 1] = precision;precisionH[level -"
"public E previous(){if (iterator.previousIndex() >= start){return iterator.previous();}throw new java.util.NoSuchElementException();}
"	"public E previous() {if (iterator.previousIndex() >= start) {return iterator.previous();}throw new NoSuchElementException();}
"	public int hashCode() {return maxLevels ^ levelW.hashCode() ^ levelH.hashCode() ^ start ^ end ^ iterator.hashCode();}  C# code: public override bool Equals(object obj){if (obj == null ||!(obj is GeohashIterator))return false;GeohashIterator other = (GeohashIterator)obj;return m_maxLevels == other.m_maxLevels && m_levelW.SequenceEqual(other.m_levelW) && m_levelH.SequenceEqual(other
"public virtual string GetNewPrefix(){return this.newPrefix;}
"	"public String getNewPrefix() {return this.newPrefix;}
"	public String getSecurityTokenUrlInternal() {return this.securityTokenUrlInternal;}  C# code: public virtual string GetSecurity
"public virtual int indexOfValue(int value){{for (int i = 0; i < mSize; i++){if (mValues[i] == value){return i;}}}return -1;}
"	"public int indexOfValue(int value) {for (int i = 0; i < mSize; i++)if (mValues[i] == value)return i;return -1;}
"	public int indexOfValue(int value) {for (int i = 0;
"public IList<CharsRef> UniqueStems(char[] word, int length){IList<CharsRef> stems = Stem(word, length);if (stems.Count < 2){return stems;}CharArraySet terms = new CharArraySet(#pragma warning disable 612, 618LuceneVersion.LUCENE_CURRENT, 8, dictionary.ignoreCase);#pragma warning restore 612, 618IList<CharsRef> deduped = new List<CharsRef>();foreach (CharsRef s in stems){if (!terms.Contains(s)){deduped.Add(s);terms.Add(s);}}return deduped;}
"	"public List<CharsRef> uniqueStems(char word[], int length) {List<CharsRef> stems = stem(word, length);if (stems.size() < 2) {return stems;}CharArraySet terms = new CharArraySet(8, dictionary.ignoreCase);List<CharsRef> deduped = new ArrayList<>();for (CharsRef s : stems) {if (!terms.contains(s)) {deduped.add(s);terms.add(s);}}return deduped;}
"	public List<CharsRef> uniqueStems(char[] word, int length) {List<CharsRef> stems = stem(word, length);if (stems.size() < 2) {return stems;}Set<CharsRef> terms = new HashSet<CharsRef>(dictionary.ignoreCase);List<CharsRef> deduped = new ArrayList<CharsRef>();for (CharsRef s : stems) {if (!terms.contains(s)) {deduped.add(s);terms.add(s);}}return deduped;}  C# code: public override void Write(Stream output) {base.Write(output);output.Write(m_maxLevels);output.Write(m_levelW);output.Write(m_levelH);output.Write(m_levelW.Length);output.Write(m_levelH.Length);output.Write(m_levelW.Length * m_levelH.Length);output.Write(m_levelW.Length * m_levelH.Length * 8);output.Write(m_levelW.Length * m_levelH.Length * 8);output.Write(m_levelW.Length * m_levelH.Length * 8);output.Write(m_levelW.Length * m_levelH.Length * 8);output.Write(m_levelW.Length * m_levelH.Length * 8);output.Write(m_levelW.Length * m_levelH.Length * 8);output.Write(m_levelW.Length * m_levelH.Length * 8);output.Write(m_levelW.Length * m_levelH.Length * 8);output.Write(m_levelW.Length * m_levelH.Length * 8);output.Write(m_levelW.Length * m_levelH.Length * 8);output.Write(m_levelW.Length * m_levelH.Length * 8);output.Write(m_levelW.Length * m_levelH.Length * 8);output.Write(m_levelW.Length * m_levelH.Length * 8);output.Write(m_levelW.Length * m_levelH.Length * 8);output.Write(m_levelW.Length
"public virtual GetGatewayResponsesResponse GetGatewayResponses(GetGatewayResponsesRequest request){var options = new InvokeOptions();options.RequestMarshaller = GetGatewayResponsesRequestMarshaller.Instance;options.ResponseUnmarshaller = GetGatewayResponsesResponseUnmarshaller.Instance;return Invoke<GetGatewayResponsesResponse>(request, options);}
"	"public GetGatewayResponsesResult getGatewayResponses(GetGatewayResponsesRequest request) {request = beforeClientExecution(request);return executeGetGatewayResponses(request);}
"	public GetIntegrationResponseResponse getIntegrationResponse(GetIntegrationResponseRequest request) {final InvokeOptions options = new InvokeOptions();options.requestMarshaller = GetIntegrationResponseRequestMarshaller.getInstance();options.responseUnmarshaller = GetIntegrationResponseResponseUnmarshaller.getInstance();return invoke(request, options);}  C# code: public virtual GetIntegrationResponsesResponse GetIntegrationResponses(GetIntegrationResponsesRequest request){var options = new InvokeOptions();options.RequestMarshaller = GetIntegrationResponsesRequestMarshaller.Instance;options.ResponseUnmarshaller = GetIntegrationResponsesResponseUnmarshaller.Instance;return Invoke<GetIntegrationResponses
